x, y
-0.002952755905511811, 1.0168119551681194
0.014763779527559055, 1.0168119551681194
0.13877952755905512, 0.8723536737235369
0.3188976377952756, 0.6432129514321296
0.5108267716535433, 0.4140722291407224
0.7470472440944882, 0.14508094645080938
1.0187007874015748, -0.15379825653798251
1.281496062992126, -0.4427148194271484
1.6062992125984252, -0.7814445828144458
1.9665354330708662, -1.1500622665006226
2.2765748031496065, -1.4638854296388544
2.545275590551181, -1.7378580323785804
2.793307086614173, -1.9968866749688667
2.9911417322834644, -2.2061021170610213
